province,province_code,city,city_code,area,area_code,zip
Cagayan,PH-CAG,Tuguegarao City,PH-CAG-19,Tanza,PH-CAG-19-46,3500
Cagayan,PH-CAG,Tuguegarao City,PH-CAG-19,Ugac Norte,PH-CAG-19-47,3500
Cagayan,PH-CAG,Tuguegarao City,PH-CAG-19,Ugac Sur,PH-CAG-19-48,3500
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Angas,PH-CAN-0-0,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Bactas,PH-CAN-0-1,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Binatagan,PH-CAN-0-2,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Caayunan,PH-CAN-0-3,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Guinatungan,PH-CAN-0-4,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Hinampacan,PH-CAN-0-5,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Langa,PH-CAN-0-6,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Laniton,PH-CAN-0-7,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Lidong,PH-CAN-0-8,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Mampili,PH-CAN-0-9,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Mandazo,PH-CAN-0-10,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Mangcamagong,PH-CAN-0-11,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Manmuntay,PH-CAN-0-12,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Mantugawe,PH-CAN-0-13,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Matnog,PH-CAN-0-14,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Mocong,PH-CAN-0-15,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Oliva,PH-CAN-0-16,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Pagsangahan,PH-CAN-0-17,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Pinagwarasan,PH-CAN-0-18,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Plaridel,PH-CAN-0-19,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Poblacion 1,PH-CAN-0-20,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Poblacion 2,PH-CAN-0-21,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,San Felipe,PH-CAN-0-22,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,San Jose,PH-CAN-0-23,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,San Pascual,PH-CAN-0-24,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Taba-taba,PH-CAN-0-25,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Tacad,PH-CAN-0-26,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Taisan,PH-CAN-0-27,4608
Camarines Norte,PH-CAN,Basud,PH-CAN-0,Tuaca,PH-CAN-0-28,4608
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Alayao,PH-CAN-1-0,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Binawangan,PH-CAN-1-1,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Calabaca,PH-CAN-1-2,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Camagsaan,PH-CAN-1-3,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Catabaguangan,PH-CAN-1-4,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Catioan,PH-CAN-1-5,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Del Pilar,PH-CAN-1-6,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Itok,PH-CAN-1-7,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Lucbanan,PH-CAN-1-8,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Mabini,PH-CAN-1-9,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Mactang,PH-CAN-1-10,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Magsaysay,PH-CAN-1-11,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Mataque,PH-CAN-1-12,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Old Camp,PH-CAN-1-13,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Poblacion,PH-CAN-1-14,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,San Antonio,PH-CAN-1-15,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,San Isidro,PH-CAN-1-16,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,San Roque,PH-CAN-1-17,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Tanawan,PH-CAN-1-18,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Ubang,PH-CAN-1-19,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Villa Aurora,PH-CAN-1-20,4607
Camarines Norte,PH-CAN,Capalonga,PH-CAN-1,Villa Belen,PH-CAN-1-21,4607
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Alawihao,PH-CAN-2-0,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Awitan,PH-CAN-2-1,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Bagasbas,PH-CAN-2-2,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay I (Pob.),PH-CAN-2-3,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay II (Pob.),PH-CAN-2-4,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay III (Pob.),PH-CAN-2-5,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay IV (Pob.),PH-CAN-2-6,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay V (Pob.),PH-CAN-2-7,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay VI (Pob.),PH-CAN-2-8,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay VII (Pob.),PH-CAN-2-9,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Barangay VIII (Pob.),PH-CAN-2-10,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Bibirao,PH-CAN-2-11,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Borabod,PH-CAN-2-12,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Calasgasan,PH-CAN-2-13,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Camambugan,PH-CAN-2-14,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Cobangbang (Carumpit),PH-CAN-2-15,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Dogongan,PH-CAN-2-16,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Gahonon,PH-CAN-2-17,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Gubat,PH-CAN-2-18,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Lag-On,PH-CAN-2-19,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Magang,PH-CAN-2-20,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Mambalite,PH-CAN-2-21,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Mancruz (Mangcruz),PH-CAN-2-22,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,Pamorangon,PH-CAN-2-23,4600
Camarines Norte,PH-CAN,Daet,PH-CAN-2,San Isidro,PH-CAN-2-24,4600
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Bagong Bayan,PH-CAN-3-0,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Calero,PH-CAN-3-1,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Dahican,PH-CAN-3-2,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Dayhagan,PH-CAN-3-3,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Larap,PH-CAN-3-4,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Luklukan Norte,PH-CAN-3-5,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Luklukan Sur,PH-CAN-3-6,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Motherlode,PH-CAN-3-7,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Nakalaya,PH-CAN-3-8,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,North Poblacion,PH-CAN-3-9,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Osme,PH-CAN-3-10,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Pag-Asa,PH-CAN-3-11,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Parang,PH-CAN-3-12,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Plaridel,PH-CAN-3-13,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Salvacion,PH-CAN-3-14,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,San Isidro,PH-CAN-3-15,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,San Jose,PH-CAN-3-16,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,San Martin,PH-CAN-3-17,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,San Pedro,PH-CAN-3-18,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,San Rafael,PH-CAN-3-19,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Santa Cruz,PH-CAN-3-20,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Santa Elena,PH-CAN-3-21,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Santa Milagrosa,PH-CAN-3-22,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Santa Rosa Norte,PH-CAN-3-23,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Santa Rosa Sur,PH-CAN-3-24,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,South Poblacion,PH-CAN-3-25,4606
Camarines Norte,PH-CAN,Jose Panganiban,PH-CAN-3,Tamisan,PH-CAN-3-26,4606
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Anahaw (Pob.),PH-CAN-4-0,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Anameam,PH-CAN-4-1,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Awitan,PH-CAN-4-2,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Baay,PH-CAN-4-3,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bagacay,PH-CAN-4-4,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bagong Silang I,PH-CAN-4-5,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bagong Silang II,PH-CAN-4-6,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bagong Silang III (Silang),PH-CAN-4-7,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bakiad,PH-CAN-4-8,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bautista,PH-CAN-4-9,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bayabas,PH-CAN-4-10,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bayan-bayan,PH-CAN-4-11,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Benit,PH-CAN-4-12,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Bulhao,PH-CAN-4-13,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Cabatuhan,PH-CAN-4-14,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Cabusay,PH-CAN-4-15,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Calabasa,PH-CAN-4-16,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Canapawan,PH-CAN-4-17,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Daguit,PH-CAN-4-18,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Dalas,PH-CAN-4-19,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Dumagmang,PH-CAN-4-20,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Exciban,PH-CAN-4-21,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Fundado,PH-CAN-4-22,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Guinacutan,PH-CAN-4-23,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Guisican,PH-CAN-4-24,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Gumamela (Pob.),PH-CAN-4-25,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Iberica,PH-CAN-4-26,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Kalamunding (Pob.),PH-CAN-4-27,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Lugui,PH-CAN-4-28,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Mabilo I,PH-CAN-4-29,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Mabilo II,PH-CAN-4-30,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Macogon,PH-CAN-4-31,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Mahawan-hawan,PH-CAN-4-32,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Malangcao-Basud,PH-CAN-4-33,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Malasugui,PH-CAN-4-34,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Malatap,PH-CAN-4-35,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Malaya,PH-CAN-4-36,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Malibago,PH-CAN-4-37,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Maot,PH-CAN-4-38,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Masalong,PH-CAN-4-39,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Matanlang,PH-CAN-4-40,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Napaod,PH-CAN-4-41,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Pag-Asa,PH-CAN-4-42,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Pangpang,PH-CAN-4-43,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Pinya (Pob.),PH-CAN-4-44,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,San Antonio,PH-CAN-4-45,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,San Francisco (Pob.),PH-CAN-4-46,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Santa Cruz,PH-CAN-4-47,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Submakin,PH-CAN-4-48,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Talobatib,PH-CAN-4-49,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Tigbinan,PH-CAN-4-50,4604
Camarines Norte,PH-CAN,Labo,PH-CAN-4,Tulay Na Lupa,PH-CAN-4-51,4604
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Anuron,PH-CAN-5-0,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Apuao,PH-CAN-5-1,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Banuyo,PH-CAN-5-2,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay 1 Poblacion,PH-CAN-5-3,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay 2 Poblacion,PH-CAN-5-4,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay 3 Poblacion,PH-CAN-5-5,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay 4 Poblacion,PH-CAN-5-6,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay I (Pob.),PH-CAN-5-7,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay II (Pob.),PH-CAN-5-8,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay III (Pob.),PH-CAN-5-9,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay IV (Pob.),PH-CAN-5-10,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay V (Pob.),PH-CAN-5-11,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay VI (Pob.),PH-CAN-5-12,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Barangay VII (Pob.),PH-CAN-5-13,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Bobon,PH-CAN-5-14,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Busay,PH-CAN-5-15,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Buyayawon,PH-CAN-5-16,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Cabunga-an,PH-CAN-5-17,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Cambante,PH-CAN-5-18,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Caringo,PH-CAN-5-19,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Catandunganon,PH-CAN-5-20,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Cayucyucan,PH-CAN-5-21,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Colasi,PH-CAN-5-22,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Del Rosario (Tagongtong),PH-CAN-5-23,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Gaboc,PH-CAN-5-24,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Hamoraon,PH-CAN-5-25,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Hinipaan,PH-CAN-5-26,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Lalawigan,PH-CAN-5-27,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Lanot,PH-CAN-5-28,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Mambungalon,PH-CAN-5-29,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Manguisoc,PH-CAN-5-30,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Masalongsalong,PH-CAN-5-31,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Matoogtoog,PH-CAN-5-32,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Palamrag (Cabiliri-an),PH-CAN-5-33,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Pambuhan,PH-CAN-5-34,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Port Kennedy,PH-CAN-5-35,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Quinapaguian,PH-CAN-5-36,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,San Jose,PH-CAN-5-37,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,San Roque,PH-CAN-5-38,4601
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,San Roque,PH-CAN-5-38,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Sung-an,PH-CAN-5-39,6808
Camarines Norte,PH-CAN,Mercedes,PH-CAN-5,Tarum,PH-CAN-5-40,4601
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Awitan,PH-CAN-6-0,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Bagumbayan,PH-CAN-6-1,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Bakal,PH-CAN-6-2,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Batobalani,PH-CAN-6-3,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Calaburnay,PH-CAN-6-4,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Capacuan,PH-CAN-6-5,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Casalugan,PH-CAN-6-6,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Dagang,PH-CAN-6-7,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Dalnac,PH-CAN-6-8,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Dancalan,PH-CAN-6-9,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Gumaus,PH-CAN-6-10,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Labnig,PH-CAN-6-11,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Macolabo Island,PH-CAN-6-12,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Malacbang,PH-CAN-6-13,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Malaguit,PH-CAN-6-14,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Mampungo,PH-CAN-6-15,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Mangkasay,PH-CAN-6-16,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Maybato,PH-CAN-6-17,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Palanas,PH-CAN-6-18,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Pinagbirayan Malaki,PH-CAN-6-19,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Pinagbirayan Munti,PH-CAN-6-20,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Poblacion Norte,PH-CAN-6-21,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Poblacion Sur,PH-CAN-6-22,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Tabas,PH-CAN-6-23,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Talusan,PH-CAN-6-24,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Tawig,PH-CAN-6-25,4605
Camarines Norte,PH-CAN,Paracale,PH-CAN-6,Tugos,PH-CAN-6-26,4605
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Daculang Bolo,PH-CAN-7-0,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Dagotdotan,PH-CAN-7-1,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Langga,PH-CAN-7-2,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Laniton,PH-CAN-7-3,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Maisog,PH-CAN-7-4,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Mampurog,PH-CAN-7-5,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Manlimonsito,PH-CAN-7-6,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Matacong (Pob.),PH-CAN-7-7,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,Salvacion,PH-CAN-7-8,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,San Antonio,PH-CAN-7-9,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,San Isidro,PH-CAN-7-10,4610
Camarines Norte,PH-CAN,San Lorenzo Ruiz (Imelda),PH-CAN-7,San Ramon,PH-CAN-7-11,4610
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Alimanguan,PH-CAN-8-0,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Asdum,PH-CAN-8-1,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Bantaoay,PH-CAN-8-2,2726
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Bayubay Norte,PH-CAN-8-3,2726
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Bayubay Sur,PH-CAN-8-4,2726
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Binga,PH-CAN-8-5,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Cabanbanan,PH-CAN-8-6,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Calabagas,PH-CAN-8-7,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Caruray,PH-CAN-8-8,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Destacado Pob. (Bgy.2),PH-CAN-8-9,6419
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Fabrica,PH-CAN-8-10,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Iraya Sur,PH-CAN-8-11,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Kemdeng,PH-CAN-8-12,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Lubong,PH-CAN-8-13,2726
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Man-Ogob,PH-CAN-8-14,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Maragat,PH-CAN-8-15,6419
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Mongol Bongol Pob. (Bgy.1),PH-CAN-8-16,6419
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,New Agutaya,PH-CAN-8-17,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,New Canipo,PH-CAN-8-18,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Poblacion,PH-CAN-8-19,2726
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Poblacion (San Vicente),PH-CAN-8-20,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Poblacion District I (Silangan/Bgy. 1),PH-CAN-8-21,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Poblacion District II (Kanluran/Bgy. 2),PH-CAN-8-22,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Port Barton,PH-CAN-8-23,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Pudoc,PH-CAN-8-24,2726
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Punta Pob. (Bgy.3),PH-CAN-8-25,6419
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,San Isidro,PH-CAN-8-26,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,San Jose (Iraya Norte),PH-CAN-8-27,4609
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,San Sebastian,PH-CAN-8-28,2726
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Sangputan,PH-CAN-8-29,6419
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Santo Ni,PH-CAN-8-30,5309
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Sila,PH-CAN-8-31,6419
Camarines Norte,PH-CAN,San Vicente,PH-CAN-8,Tarnate,PH-CAN-8-32,6419
Camarines Norte,PH-CAN,Santa Elena,PH-CAN-9,Basiad,PH-CAN-9-0,4611
