province,province_code,city,city_code,area,area_code,zip
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Maular,PH-MSC-0-19,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Mitazan,PH-MSC-0-20,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Mohon,PH-MSC-0-21,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Monterico,PH-MSC-0-22,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Nabuna,PH-MSC-0-23,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Ospital (Pob.),PH-MSC-0-24,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Palayan,PH-MSC-0-25,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Pelong,PH-MSC-0-26,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Roxas,PH-MSC-0-27,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,San Pedro,PH-MSC-0-28,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Santa Ana,PH-MSC-0-29,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Sinampongan,PH-MSC-0-30,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Taguanao,PH-MSC-0-31,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Tawi-tawi,PH-MSC-0-32,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Toril,PH-MSC-0-33,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Tubod (Juan Bacayo),PH-MSC-0-34,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Tuburan,PH-MSC-0-35,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Tugaya,PH-MSC-0-36,7206
Misamis Occidental,PH-MSC,Aloran,PH-MSC-0,Zamora,PH-MSC-0-37,7206
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Del Pilar,PH-MSC-1-0,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Landing,PH-MSC-1-1,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Lumipac,PH-MSC-1-2,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Lusot,PH-MSC-1-3,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Mabini,PH-MSC-1-4,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Magsaysay,PH-MSC-1-5,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Misom,PH-MSC-1-6,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Mitacas,PH-MSC-1-7,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Naburos,PH-MSC-1-8,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Northern Poblacion,PH-MSC-1-9,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Punta Miray,PH-MSC-1-10,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Punta Sulong,PH-MSC-1-11,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Sinian,PH-MSC-1-12,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Southern Poblacion,PH-MSC-1-13,7211
Misamis Occidental,PH-MSC,Baliangao,PH-MSC-1,Tugas,PH-MSC-1-14,7211
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Bag-ong Anonang,PH-MSC-2-0,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Bagumbang,PH-MSC-2-1,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Baybay,PH-MSC-2-2,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Bolinsong,PH-MSC-2-3,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Buenavista,PH-MSC-2-4,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Buracan,PH-MSC-2-5,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Calolot,PH-MSC-2-6,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Demetrio Fernan,PH-MSC-2-7,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Digson,PH-MSC-2-8,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Dimalco,PH-MSC-2-9,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Dullan,PH-MSC-2-10,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Kanaokanao,PH-MSC-2-11,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Liloan,PH-MSC-2-12,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Linconan,PH-MSC-2-13,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Lodiong,PH-MSC-2-14,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Lower Usugan,PH-MSC-2-15,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Mapurog (Migsale),PH-MSC-2-16,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Migpange,PH-MSC-2-17,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Montol,PH-MSC-2-18,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Pisa-an,PH-MSC-2-19,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Poblacion (Centro),PH-MSC-2-20,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Remedios,PH-MSC-2-21,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Rufino Lumapas,PH-MSC-2-22,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Sibuyon,PH-MSC-2-23,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Tangab,PH-MSC-2-24,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Tiaman,PH-MSC-2-25,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Tusik,PH-MSC-2-26,7215
Misamis Occidental,PH-MSC,Bonifacio,PH-MSC-2,Upper Usogan,PH-MSC-2-27,7215
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Bonifacio,PH-MSC-3-0,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Bunawan,PH-MSC-3-1,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Calaran,PH-MSC-3-2,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Dapacan Alto,PH-MSC-3-3,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Dapacan Bajo,PH-MSC-3-4,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Don Bernardo Nery Pob. (Tres de Mayo),PH-MSC-3-5,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Langub,PH-MSC-3-6,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Libertad,PH-MSC-3-7,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Magcamiguing,PH-MSC-3-8,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Mamalad,PH-MSC-3-9,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Mauswagon,PH-MSC-3-10,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Northern Poblacion,PH-MSC-3-11,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Salvador,PH-MSC-3-12,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,San Isidro (San Isidro-San Pedro),PH-MSC-3-13,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Siloy,PH-MSC-3-14,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Singalat,PH-MSC-3-15,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Solinog,PH-MSC-3-16,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Southwestern Poblacion,PH-MSC-3-17,7210
Misamis Occidental,PH-MSC,Calamba,PH-MSC-3,Sulipat,PH-MSC-3-18,7210
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Bacani,PH-MSC-4-0,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Bernad,PH-MSC-4-1,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Bito-on,PH-MSC-4-2,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Bogtongbod,PH-MSC-4-3,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Bonbon,PH-MSC-4-4,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Bontud,PH-MSC-4-5,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Buacao,PH-MSC-4-6,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Buangan,PH-MSC-4-7,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Cabog,PH-MSC-4-8,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Caboy,PH-MSC-4-9,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Cabunga-an,PH-MSC-4-10,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Caluwasan,PH-MSC-4-11,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Candajec,PH-MSC-4-12,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Canibungan Daku,PH-MSC-4-13,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Canibungan Putol,PH-MSC-4-14,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Canipacan,PH-MSC-4-15,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Cantoyoc,PH-MSC-4-16,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Comaang,PH-MSC-4-17,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Dalingap,PH-MSC-4-18,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Danahao,PH-MSC-4-19,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Dela Paz,PH-MSC-4-20,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Dolores,PH-MSC-4-21,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Gata Daku,PH-MSC-4-22,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Gata Diot,PH-MSC-4-23,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Guba (Ozamis),PH-MSC-4-24,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Katipunan,PH-MSC-4-25,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Kinangay Norte,PH-MSC-4-26,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Kinangay Sur,PH-MSC-4-27,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Lajog,PH-MSC-4-28,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Lapasan,PH-MSC-4-29,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Lupagan,PH-MSC-4-30,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Malibangcao,PH-MSC-4-31,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Masabud,PH-MSC-4-32,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Mataub,PH-MSC-4-33,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Mialen,PH-MSC-4-34,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Nahawan,PH-MSC-4-35,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Pan-ay,PH-MSC-4-36,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Penacio,PH-MSC-4-37,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Poblacion Centro,PH-MSC-4-38,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Poblacion I,PH-MSC-4-39,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Poblacion II,PH-MSC-4-40,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Poblacion III,PH-MSC-4-41,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Poblacion IV,PH-MSC-4-42,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Poblacion Norte,PH-MSC-4-43,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Poblacion Sur,PH-MSC-4-44,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Sebasi,PH-MSC-4-45,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Segatic Daku,PH-MSC-4-46,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Segatic Diot,PH-MSC-4-47,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Tangaran,PH-MSC-4-48,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Tinacla-an,PH-MSC-4-49,7201
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Tontunan,PH-MSC-4-50,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Tubod,PH-MSC-4-51,6330
Misamis Occidental,PH-MSC,Clarin,PH-MSC-4,Villaflor,PH-MSC-4-52,6330
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Aglosong,PH-MSC-5-0,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Agnaga,PH-MSC-5-1,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Alfonso,PH-MSC-5-2,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Bachawan,PH-MSC-5-3,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Bacjawan Norte,PH-MSC-5-4,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Bacjawan Sur,PH-MSC-5-5,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Bagong Nayon,PH-MSC-5-6,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Bagongon,PH-MSC-5-7,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Balutu,PH-MSC-5-8,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Batiti,PH-MSC-5-9,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Botlog,PH-MSC-5-10,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Cafe,PH-MSC-5-11,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Calabasahan,PH-MSC-5-12,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Calamigan,PH-MSC-5-13,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Calius Gueco,PH-MSC-5-14,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Caluluan,PH-MSC-5-15,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Capule,PH-MSC-5-16,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Castillo,PH-MSC-5-17,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Corazon de Jesus,PH-MSC-5-18,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Culatingan,PH-MSC-5-19,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Dalajican,PH-MSC-5-20,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Dungan,PH-MSC-5-21,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Dungon,PH-MSC-5-22,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Dutung-A-Matas,PH-MSC-5-23,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Green village,PH-MSC-5-24,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Guiban,PH-MSC-5-25,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Igbon,PH-MSC-5-26,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Jamul-Awon,PH-MSC-5-27,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Laya-an,PH-MSC-5-28,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Lilibangan,PH-MSC-5-29,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Lingatongan,PH-MSC-5-30,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Lo-ong,PH-MSC-5-31,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Mabilog,PH-MSC-5-32,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Macalbang,PH-MSC-5-33,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Macatunao,PH-MSC-5-34,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Magao,PH-MSC-5-35,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Malangabang,PH-MSC-5-36,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Maligubaan,PH-MSC-5-37,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Maliogliog,PH-MSC-5-38,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Malupa,PH-MSC-5-39,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Mantukoy,PH-MSC-5-40,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Marugang,PH-MSC-5-41,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Masadya,PH-MSC-5-42,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Masudsud,PH-MSC-5-43,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Minane,PH-MSC-5-44,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,New Casul,PH-MSC-5-45,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Ni,PH-MSC-5-46,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Nipa,PH-MSC-5-47,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Panalicsian (Panalicsican),PH-MSC-5-48,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Pando,PH-MSC-5-49,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Parang,PH-MSC-5-50,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Parulung,PH-MSC-5-51,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Pitabunan,PH-MSC-5-52,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Plandico,PH-MSC-5-53,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Poblacion,PH-MSC-5-54,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Poblacion,PH-MSC-5-54,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Poblacion,PH-MSC-5-54,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Pogan,PH-MSC-5-55,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Polopina,PH-MSC-5-56,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Salvacion,PH-MSC-5-57,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Sampong,PH-MSC-5-58,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Agustin (Murcia),PH-MSC-5-59,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Antonio,PH-MSC-5-60,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Bartolome,PH-MSC-5-61,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Francisco,PH-MSC-5-62,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Isidro (Almendras),PH-MSC-5-63,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Jose (Pob.),PH-MSC-5-64,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Juan (Castro),PH-MSC-5-65,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Martin,PH-MSC-5-66,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Nicolas (Pob.),PH-MSC-5-67,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Nicolas Balas,PH-MSC-5-68,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Pedro (Agbatang),PH-MSC-5-69,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Vicente,PH-MSC-5-70,5516
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,San Vicente (Caluis/Cobra),PH-MSC-5-71,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santa Cruz,PH-MSC-5-72,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santa Maria,PH-MSC-5-73,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santa Monica,PH-MSC-5-74,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santa Rita,PH-MSC-5-75,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santa Rosa,PH-MSC-5-76,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santiago,PH-MSC-5-77,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santo Cristo,PH-MSC-5-78,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santo Ni,PH-MSC-5-79,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Santo Rosario (Magunting),PH-MSC-5-80,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Small Potongan,PH-MSC-5-81,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Soso-on,PH-MSC-5-82,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Talimunduc Marimla,PH-MSC-5-83,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Talimunduc San Miguel,PH-MSC-5-84,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Talotu-an,PH-MSC-5-85,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Tambaliza,PH-MSC-5-86,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Tamis-ac,PH-MSC-5-87,5013
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Telabanca,PH-MSC-5-88,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Tinang,PH-MSC-5-89,2316
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Upper Dapitan,PH-MSC-5-90,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Upper Dioyo,PH-MSC-5-91,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Upper Potongan,PH-MSC-5-92,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Upper Salimpono,PH-MSC-5-93,7213
Misamis Occidental,PH-MSC,Concepcion,PH-MSC-5,Virayan,PH-MSC-5-94,7213
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Bagong Clarin,PH-MSC-6-0,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Gandawan,PH-MSC-6-1,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Lake Duminagat,PH-MSC-6-2,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Lalud,PH-MSC-6-3,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Lampasan,PH-MSC-6-4,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Liboron,PH-MSC-6-5,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Maramara,PH-MSC-6-6,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Napangan,PH-MSC-6-7,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Nueva Vista (Masawan),PH-MSC-6-8,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Petianan,PH-MSC-6-9,7200
Misamis Occidental,PH-MSC,Don Victoriano Chiongbian,PH-MSC-6,Tuno,PH-MSC-6-10,7200
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Adorable,PH-MSC-7-0,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Butuay,PH-MSC-7-1,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Carmen,PH-MSC-7-2,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Corrales,PH-MSC-7-3,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Dicoloc,PH-MSC-7-4,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Gata,PH-MSC-7-5,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Guintomoyan,PH-MSC-7-6,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Macabayao,PH-MSC-7-7,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Malibacsan,PH-MSC-7-8,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Matugas Alto,PH-MSC-7-9,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Matugas Bajo,PH-MSC-7-10,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Mialem,PH-MSC-7-11,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Nacional (Pob.),PH-MSC-7-12,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Naga (Pob.),PH-MSC-7-13,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Palilan,PH-MSC-7-14,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Rizal (Pob.),PH-MSC-7-15,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,San Isidro,PH-MSC-7-16,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Santa Cruz (Pob.),PH-MSC-7-17,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Seti,PH-MSC-7-18,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Sibaroc,PH-MSC-7-19,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Sinara Alto,PH-MSC-7-20,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Sinara Bajo,PH-MSC-7-21,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Tabo-o,PH-MSC-7-22,7204
Misamis Occidental,PH-MSC,Jimenez,PH-MSC-7,Taraka (Pob.),PH-MSC-7-23,7204
Misamis Occidental,PH-MSC,Lopez Jaena,PH-MSC-8,Alegria,PH-MSC-8-0,7208
Misamis Occidental,PH-MSC,Lopez Jaena,PH-MSC-8,Bagong Silang,PH-MSC-8-1,7208
Misamis Occidental,PH-MSC,Lopez Jaena,PH-MSC-8,Biasong,PH-MSC-8-2,7208
