countryName,countryArName,state_en_Name,state_Ar_Name,state_code,city_en_Name,city_Ar_Name,city_code
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Hawiyah,الحوية,SA-EA-46
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Munaizilah,المنيزلة,SA-EA-47
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Juatha,جواثا,SA-EA-48
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Tarf,الطرف,SA-EA-49
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Madinatal Umran,العمران,SA-EA-50
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Fodhool,الفضول,SA-EA-51
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Ain Al Nakhal,عين النخل,SA-EA-52
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Wozeyh,الوزية,SA-EA-53
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Jishah,الجشة,SA-EA-54
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Jawiyah,الجوية,SA-EA-55
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Hasa Industrial City,المنطقة الصناعية بالاحساء,SA-EA-56
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Shaharin,الشهارين,SA-EA-57
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Markaz,المركز,SA-EA-58
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Banimaan,بني معن,SA-EA-59
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Algorn,الجرن,SA-EA-60
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Julayjilah,جليجلة,SA-EA-61
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Husima,الحصيمه,SA-EA-62
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Umkhraisan,ام خريسان,SA-EA-63
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Waisah,ويسة,SA-EA-64
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Sultanyah,السلطانيـة,SA-EA-65
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Battaliyah,البطالية,SA-EA-66
Saudi Arabia,المملكة العربية السعودية,Eastern Region {Ash-Sharqiyah},الشرقية,SA-EA,Al Shuqaiq,الشقيق,SA-EA-67
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Tereeb,طريب,SA-AS-0
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Birk,البرك,SA-AS-1
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Wadeien,الواديين,SA-AS-2
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Tatleeth,تثليث,SA-AS-3
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Tanuma,التنومه,SA-AS-4
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Sarat Obeida,سراة عبيدة,SA-AS-5
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Sabt El Alaya,سبت العلايا,SA-AS-6
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Rejal Alma'a,رجال ألمع,SA-AS-7
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Namas,النماص,SA-AS-8
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Mohayel Aseer,محايل عسير,SA-AS-9
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Majarda,المجاردة,SA-AS-10
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Khamis Mushait,خميس مشيط,SA-AS-11
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Kara'a,كارا,SA-AS-12
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Harjah,الحرجة,SA-AS-13
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Dhahran Al Janoob,ظهران الجنوب,SA-AS-14
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Bisha,بيشة,SA-AS-15
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Bareq,بارق,SA-AS-16
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Balasmar,بلسمر,SA-AS-17
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Balahmar,بلحمر,SA-AS-18
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Ahad Rufaidah,أحد رفيدة,SA-AS-19
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Abha,ابها,SA-AS-20
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Tamniah,تمنية,SA-AS-21
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al-Itnayn,الاثنين,SA-AS-22
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Yazeed,آل يزيد,SA-AS-23
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Rawdhan Al-Sellil,روضان السليل,SA-AS-24
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al 'Urfan,ال عرفان,SA-AS-25
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Jarr,الجر,SA-AS-26
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al-Mektaa,المقطاع,SA-AS-27
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Madha,المضة,SA-AS-28
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Tendaha,تندحة,SA-AS-29
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Thibah A'Al Al Jahal,الذيبة آل الجحل,SA-AS-30
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Sarhan,آل سرحان,SA-AS-31
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Edadh,عضاضة,SA-AS-32
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Yaara,يعرى,SA-AS-33
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Fara,الفرعاء,SA-AS-34
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Wadi Ibn Hashbal,وادي ابن هشبل,SA-AS-35
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Ghina,الغيناء,SA-AS-36
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Al Masgi,المسقي,SA-AS-37
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Khaiber Al-Janoub,خيبر الجنوب,SA-AS-38
Saudi Arabia,المملكة العربية السعودية,Asir{ Aseer},عسير,SA-AS,Reghawah,رغوة,SA-AS-39
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Sajir,ساجر,SA-AR-0
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Tharmada,ثرمدا,SA-AR-1
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,An Nafiah,نفي,SA-AR-2
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Zulfi,الزلفي,SA-AR-3
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Wadi El Dwaser,وادي الدواسر,SA-AR-4
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Um Aljamajim,أم الجماجم,SA-AR-5
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Thumair,ضرما,SA-AR-6
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Thadek,ثادق,SA-AR-7
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Sulaiyl,السليل,SA-AR-8
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Shefa'a,الشفاء,SA-AR-9
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Shaqra,شقراء,SA-AR-10
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Salbookh,صلبوخ,SA-AR-11
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Rwaydah,الرويضة,SA-AR-12
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Rowdat Sodair,روضة سدير,SA-AR-13
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Riyadh,الرياض,SA-AR-14
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Remah,رماح,SA-AR-15
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Quwei'ieh,القويعية,SA-AR-16
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Qasab,القصب,SA-AR-17
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Oyaynah,العيينة,SA-AR-18
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Muzahmiah,المزاحمية,SA-AR-19
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Mrat,مرات,SA-AR-20
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Majma,المجمعة,SA-AR-21
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Kharj,الخرج,SA-AR-22
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Khamaseen,الخماسين,SA-AR-23
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Jalajel,جلاجل,SA-AR-24
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Hotat Sudair,حوطة سدير,SA-AR-25
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Horaimal,حريملاء,SA-AR-26
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Hawtat Bani Tamim,حوطة بني تميم,SA-AR-27
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Hareeq,الحريق,SA-AR-28
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Dhurma,ضرما,SA-AR-29
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Dere'iyeh,الدرعية,SA-AR-30
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Dawadmi,الدوادمي,SA-AR-31
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Daelim,الدلم,SA-AR-32
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Artawiah,الأرطاوية,SA-AR-33
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Alghat,الغاط,SA-AR-34
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Aflaj,الأفلاج,SA-AR-35
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Afif,عفيف,SA-AR-36
Saudi Arabia,المملكة العربية السعودية,Al-Riyadh,الرياض,SA-AR,Ar Rayn,الرين,SA-AR-37
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Saqf,صقف,SA-AQ-0
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Qusayba,قصيباء,SA-AQ-1
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Oyoon Al Jawa,عيون الجوا,SA-AQ-2
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Kubadah,كبضه,SA-AQ-3
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Kahlah,كحله,SA-AQ-4
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Dulay Rashid,ضليع رشيد,SA-AQ-5
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Dariyah,الدرعية,SA-AQ-6
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Ar Rishawiyah,الرشاوية ,SA-AQ-7
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Alnabhanya,النبهانيه,SA-AQ-8
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Al Midrij,المدراج,SA-AQ-9
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Al Khishaybi,الخشيبي,SA-AQ-10
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Al Fuwaileq,الفويلق,SA-AQ-11
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Al Batra,البتراء,SA-AQ-12
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Al Ammarah,العمارة,SA-AQ-13
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Uqlat Al Suqur,عقلة الصقور,SA-AQ-14
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Riyadh Al Khabra,رياض الخبراء,SA-AQ-15
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Qassim,القصيم,SA-AQ-16
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Onaiza,عنيزة,SA-AQ-17
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Muzneb,مذنب,SA-AQ-18
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Midinhab,مذنب,SA-AQ-19
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Buraidah,بريدة,SA-AQ-20
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Bukeiriah,البكيرية,SA-AQ-21
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Badaya,البدائع,SA-AQ-22
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Ayn Fuhayd,عين ابن فهيد,SA-AQ-23
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Assiyah,الأسياح,SA-AQ-24
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,AlRass,الرس,SA-AQ-25
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Al Dalemya,الدليمية,SA-AQ-26
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Duhknah,دخنة,SA-AQ-27
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Al Qaraa,القرعاء,SA-AQ-28
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Ash Shimasiyah,الشماسية,SA-AQ-29
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Alkada,الغضا,SA-AQ-30
Saudi Arabia,المملكة العربية السعودية,Al-Qassim,القصيم,SA-AQ,Qbah,قبه,SA-AQ-31
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Farshat Al Shami,فرشة الشامي,SA-MD-5
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Jernafh,الجرنافة,SA-MD-6
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Seddarah,السدارة,SA-MD-7
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Abiar Al Mashi,ابيار الماشي,SA-MD-8
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Mahd,المهد,SA-MD-9
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Yanbu Al Baher,ينبع البحر,SA-MD-10
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Yanbu,ينبع,SA-MD-11
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Oula,العلا,SA-MD-12
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Mahad Al Dahab,مهد الدهب,SA-MD-13
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Madinah,المدينة,SA-MD-14
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Khaibar,خيبر,SA-MD-15
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Hinakeya,الحناكية,SA-MD-16
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Bader,بدر,SA-MD-17
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Musayjid,المسيجيد,SA-MD-18
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Sedr,السدر,SA-MD-19
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Asheyrah,العشيرة,SA-MD-20
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Habt,هبت,SA-MD-21
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Sawah,الصفاء,SA-MD-22
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Wadi Al Fora'a,وادي الفرع,SA-MD-23
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Seddah,السدة,SA-MD-24
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Ais,العيص,SA-MD-25
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Har Al Olyia,الحار العليا,SA-MD-26
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Alyutamah,اليتمة,SA-MD-27
Saudi Arabia,المملكة العربية السعودية,Al-Madinah Al-Monawarah,المدينة المنورة,SA-MD,Al Torkiyah,الطرقية,SA-MD-28
